Gender,Age,Have you recently experienced stress in your life?,Have you noticed a rapid heartbeat or palpitations?,Have you been dealing with anxiety or tension recently?,Do you face any sleep problems or difficulties falling asleep?,Have you been dealing with anxiety or tension recently?.1,Have you been getting headaches more often than usual?,Do you get irritated easily?,Do you have trouble concentrating on your academic tasks?,Have you been feeling sadness or low mood?,Have you been experiencing any illness or health issues?,Do you often feel lonely or isolated?,Do you feel overwhelmed with your academic workload?,"Are you in competition with your peers, and does it affect you?",Do you find that your relationship often causes you stress?,Are you facing any difficulties with your professors or instructors?,Is your working environment unpleasant or stressful?,Do you struggle to find time for relaxation and leisure activities?,Is your hostel or home environment causing you difficulties?,Do you lack confidence in your academic performance?,Do you lack confidence in your choice of academic subjects?,Academic and extracurricular activities conflicting for you?,Do you attend classes regularly?,Have you gained/lost weight?,Which type of stress do you primarily experience?
0.0,0.0348837209302325,0.5,0.25,0.0,0.25,0.25,0.25,0.5,0.0,0.25,0.25,0.5,0.0,0.5,0.25,1.0,0.5,0.25,0.5,0.0,0.5,0.25,0.75,0.25,0.5
0.0,0.0465116279069767,0.5,0.25,0.0,0.75,0.5,0.5,0.0,0.25,0.0,0.25,0.25,0.5,0.0,0.0,0.25,0.5,0.5,0.25,0.0,0.25,0.5,0.5,0.5,0.5
1.0,0.0465116279069767,0.5,0.5,0.0,0.25,0.5,0.25,0.5,0.25,0.5,0.5,0.25,0.0,0.5,0.5,0.5,0.75,0.0,0.25,0.75,0.0,0.25,0.0,0.0,0.5
0.0,0.0581395348837209,0.5,0.75,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.25,0.5,0.0,0.5,0.5,0.25,0.5,0.5,0.5
1.0,0.0581395348837209,1.0,1.0,1.0,1.0,0.25,0.5,0.25,0.5,0.25,0.5,0.25,0.0,0.5,0.25,0.0,0.25,0.25,0.5,0.0,0.0,0.5,0.25,0.25,0.5
1.0,0.0581395348837209,0.5,0.5,0.25,0.25,0.5,0.5,0.25,0.25,0.5,0.75,0.25,0.5,0.75,0.25,0.0,0.25,0.5,0.25,0.25,0.25,0.5,0.25,0.0,0.5
0.0,0.0465116279069767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.5,0.25,0.0,0.25,0.5,0.25,0.0,0.25,0.0,0.0,0.25,1.0
0.0,0.0581395348837209,1.0,1.0,0.75,1.0,0.25,0.25,0.25,0.0,0.25,0.25,0.25,0.75,0.25,0.5,0.25,0.25,0.5,0.0,0.0,0.0,0.25,0.5,0.0,0.5
1.0,0.0581395348837209,0.25,0.25,0.0,0.25,0.25,0.5,1.0,0.75,1.0,0.25,0.25,0.75,0.0,0.75,1.0,0.75,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.5
0.0,0.0465116279069767,0.5,0.25,0.75,0.75,1.0,0.25,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.0,0.5,0.25,0.25,0.0,0.5
0.0,0.0348837209302325,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.75,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.25,0.5,0.5
0.0,0.0581395348837209,0.75,0.5,0.25,0.5,0.75,0.25,1.0,0.5,0.25,0.75,0.75,0.5,0.25,0.25,0.25,0.5,0.25,0.5,0.0,0.5,0.25,0.25,0.25,0.5
0.0,0.0465116279069767,0.75,0.75,0.25,0.75,0.0,0.0,0.5,0.25,0.5,0.0,0.75,0.75,0.75,0.75,0.75,0.75,0.25,0.25,0.5,0.0,0.0,0.25,0.0,0.5
0.0,0.0581395348837209,0.25,0.0,0.0,0.0,1.0,1.0,0.75,1.0,0.75,1.0,1.0,0.75,0.25,0.0,0.75,0.75,0.5,0.25,0.0,0.5,0.5,0.0,0.25,0.5
0.0,0.0813953488372092,0.75,0.75,0.25,0.5,0.5,0.25,1.0,0.5,0.75,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.75,0.0,0.0,0.25,0.0,0.5
0.0,0.0697674418604651,0.75,0.5,0.25,0.75,0.75,0.25,0.75,0.75,0.75,0.75,0.0,0.25,0.0,0.0,0.25,0.75,0.5,0.25,0.0,0.5,0.25,0.5,0.25,0.5
0.0,0.0697674418604651,1.0,0.75,0.25,0.5,0.75,0.0,0.5,0.25,1.0,0.75,0.75,0.25,0.0,0.25,0.5,0.75,0.75,0.25,0.5,0.75,0.25,0.75,0.25,0.5
1.0,0.0813953488372092,0.75,1.0,0.5,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.5,0.0,0.5,0.5,0.25,0.25,0.0,0.5,0.25,0.25,0.25,0.5
0.0,0.0697674418604651,0.25,0.5,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.5,0.75,0.75,0.5,0.5,1.0,0.75,0.5,0.75,0.0,0.25,0.5
0.0,0.0697674418604651,0.75,0.5,0.25,0.75,0.25,1.0,0.0,0.5,0.75,0.25,0.5,0.5,0.75,0.25,0.0,0.5,1.0,0.25,0.0,0.0,0.5,1.0,0.75,0.5
0.0,0.0697674418604651,1.0,0.75,1.0,1.0,0.25,0.5,0.0,0.5,0.25,0.25,1.0,0.5,0.75,0.5,0.75,0.75,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
0.0,0.0813953488372092,1.0,0.75,0.5,1.0,0.25,1.0,1.0,1.0,0.25,0.5,0.25,0.5,0.25,0.5,0.25,0.0,0.5,0.0,0.5,0.5,1.0,0.75,0.0,0.5
0.0,0.0697674418604651,1.0,0.75,0.25,1.0,0.5,0.5,0.25,0.25,0.5,0.5,0.25,0.25,0.5,0.75,0.25,0.5,0.25,0.75,0.0,0.75,1.0,0.75,0.5,0.5
0.0,0.0813953488372092,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0,0.0581395348837209,0.75,1.0,1.0,0.75,0.75,1.0,0.75,1.0,0.25,0.25,0.25,0.0,0.25,0.25,0.25,0.75,0.75,1.0,1.0,1.0,1.0,0.5,1.0,0.0
0.0,0.0813953488372092,0.25,0.0,0.0,0.25,1.0,0.25,0.0,0.25,0.25,0.5,1.0,0.75,1.0,0.25,0.25,0.75,0.75,0.5,0.25,0.25,0.25,0.5,0.25,0.5
0.0,0.0697674418604651,0.75,0.75,0.75,0.75,0.5,0.25,0.75,0.75,1.0,0.25,0.0,1.0,1.0,1.0,0.5,0.0,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.0
0.0,0.0697674418604651,0.75,0.25,0.25,0.5,0.75,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.75,1.0,1.0,0.75,0.25,0.0,0.75,0.75,0.25,0.5
0.0,0.0813953488372092,1.0,1.0,1.0,1.0,1.0,0.5,0.25,0.5,0.75,0.25,1.0,0.5,0.25,0.75,0.75,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.0,0.0813953488372092,0.5,0.5,0.0,0.25,0.25,0.75,0.25,0.75,0.0,0.0,0.5,0.25,0.5,0.0,0.75,0.75,0.0,0.25,0.0,0.0,0.25,0.75,0.5,0.5
1.0,0.0813953488372092,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.75,1.0,0.75,1.0,1.0,0.75,0.75,0.25,0.0,0.25,0.5,0.75,0.5,0.5
0.0,0.0930232558139534,0.25,0.0,0.25,0.5,0.0,0.75,0.25,0.5,0.5,0.25,1.0,0.5,0.75,0.5,1.0,1.0,0.25,0.25,0.5,0.0,0.5,0.5,0.5,0.5
0.0,0.0697674418604651,0.75,0.75,0.5,0.75,0.0,0.5,0.25,0.75,0.75,0.25,0.75,0.75,0.75,0.75,0.0,0.25,0.0,0.25,0.5,0.75,0.75,0.5,0.75,0.5
0.0,0.0930232558139534,0.25,0.5,0.0,0.25,0.5,0.75,0.25,0.5,0.75,0.0,0.5,0.25,1.0,0.75,0.75,0.25,0.5,0.5,0.75,0.25,0.0,0.5,0.25,0.5
1.0,0.0697674418604651,0.75,0.75,0.75,1.0,0.75,1.0,0.5,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,1.0,0.5,0.75,0.5,0.75,0.75,0.5,0.0
0.0,0.0697674418604651,0.5,0.25,0.25,0.25,0.75,0.5,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.25,0.75,0.5,0.5,0.25,0.75,0.25,0.5
0.0,0.0697674418604651,0.25,0.5,0.5,0.5,0.75,0.5,0.25,0.75,0.25,1.0,0.0,0.5,0.75,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1.0,0.0813953488372092,0.0,0.0,0.0,0.25,0.0,0.75,1.0,1.0,0.25,0.5,0.0,0.5,0.25,0.25,1.0,0.5,0.5,0.0,0.0,0.0,1.0,0.75,0.0,0.5
0.0,0.0813953488372092,0.5,0.25,0.0,0.5,0.25,0.75,0.5,1.0,0.25,0.0,0.5,0.75,0.0,0.25,0.25,0.75,0.5,0.0,0.5,0.25,0.25,0.25,0.0,0.5
0.0,0.0697674418604651,0.75,0.75,0.25,1.0,0.5,0.75,0.25,1.0,0.5,0.75,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.75,0.75,0.75,0.5
1.0,0.0697674418604651,0.5,0.75,0.25,1.0,0.0,0.25,0.0,0.25,0.25,0.5,0.0,1.0,0.0,0.25,0.5,0.0,0.75,0.0,0.25,0.0,0.5,0.0,0.25,0.5
1.0,0.0697674418604651,0.25,0.5,0.25,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.25,0.0,0.25,0.75,0.5,0.25,0.0,0.0,0.5,0.25,0.0,0.75,0.25,0.5
0.0,0.0697674418604651,0.5,0.75,0.5,0.25,0.25,0.5,0.75,0.5,1.0,0.25,0.75,0.0,0.25,0.5,0.0,0.0,0.25,0.0,0.25,0.0,0.0,1.0,0.5,0.5
1.0,0.0697674418604651,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5
0.0,0.0697674418604651,0.5,0.75,0.5,0.75,0.0,0.25,0.75,0.5,0.5,0.0,0.5,0.75,0.75,0.5,0.0,0.25,0.5,0.25,0.5,0.25,0.5,0.75,0.75,0.5
1.0,0.0697674418604651,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.25,0.5,0.0,0.25,1.0,0.25,1.0
0.0,0.0697674418604651,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.0,0.0697674418604651,0.5,0.25,0.0,0.0,0.0,0.25,0.25,0.5,0.25,0.25,0.25,0.0,0.25,0.5,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,1.0
0.0,0.0813953488372092,0.5,0.75,0.25,0.5,0.25,0.25,0.25,0.0,0.25,0.5,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.25,0.5,0.5,0.0,0.25,0.5
0.0,0.0581395348837209,0.25,0.0,0.25,0.25,0.25,1.0,0.25,0.25,0.25,0.25,0.25,0.0,0.25,0.25,0.25,0.5,0.5,0.0,0.0,0.0,0.5,1.0,0.0,0.5
0.0,0.0697674418604651,1.0,0.5,0.25,0.25,0.25,0.0,0.25,1.0,0.5,0.25,0.5,0.25,0.25,0.25,0.0,0.0,0.5,1.0,0.25,0.0,0.5,0.5,0.0,0.5
1.0,0.0697674418604651,0.5,0.75,0.25,0.25,0.25,0.25,0.25,0.5,0.75,0.25,0.75,0.25,0.25,0.25,0.25,0.0,0.5,0.5,0.25,0.25,0.25,0.25,0.25,0.5
0.0,0.0465116279069767,0.5,0.25,0.25,0.25,0.25,0.25,0.5,0.5,0.0,0.25,0.5,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.25,0.5
0.0,0.0697674418604651,1.0,0.25,0.25,0.25,0.5,0.5,0.25,0.25,0.0,0.25,0.0,0.25,0.25,0.5,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.5
1.0,0.0581395348837209,0.75,0.75,0.5,0.5,0.25,0.5,0.5,0.25,0.25,0.5,0.75,0.5,0.75,0.75,0.5,0.5,0.25,0.25,0.25,0.5,0.25,0.5,0.5,0.5
0.0,0.0465116279069767,0.5,0.25,0.0,0.75,0.25,0.25,0.75,0.75,0.75,0.25,0.0,0.25,0.0,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5
0.0,0.0581395348837209,0.75,1.0,0.75,0.0,0.25,0.25,0.25,0.25,0.0,0.0,0.5,0.25,0.5,0.0,0.25,0.25,1.0,0.75,0.5,0.75,0.75,0.25,0.5,0.5
1.0,0.0465116279069767,0.0,0.0,0.75,0.75,0.75,0.75,0.25,0.5,0.0,0.0,0.0,0.0,1.0,0.75,0.0,0.0,1.0,0.0,0.25,0.0,0.0,0.75,0.25,0.5
1.0,0.0581395348837209,0.5,0.75,0.0,0.0,0.25,0.25,1.0,0.75,0.5,0.0,0.0,0.25,0.0,0.5,0.0,0.25,1.0,0.5,0.25,0.5,0.0,0.0,0.0,0.5
0.0,0.0465116279069767,0.5,0.75,0.25,0.0,1.0,0.75,0.5,0.5,0.75,0.75,0.5,0.5,0.25,0.5,0.5,0.5,0.25,0.0,0.0,1.0,0.75,0.75,0.0,0.5
0.0,0.0697674418604651,0.0,0.25,0.25,0.75,0.0,0.0,0.75,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.25,0.0,1.0,0.0,0.25,0.0,0.5,0.0,0.25,0.5
1.0,0.0581395348837209,0.25,0.5,0.5,0.0,0.25,0.0,0.75,0.75,0.25,0.75,0.5,0.25,0.5,0.0,0.25,0.25,0.5,0.75,0.0,0.0,0.5,0.25,0.0,0.5
0.0,0.0581395348837209,0.25,0.25,0.25,0.0,0.25,0.25,1.0,0.75,0.5,0.75,0.5,0.25,0.25,0.75,0.0,0.0,0.0,0.25,0.5,0.25,0.75,0.0,0.5,0.5
1.0,0.0465116279069767,1.0,1.0,0.5,0.0,0.75,0.5,0.5,0.25,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.0,0.25,0.5
1.0,0.0581395348837209,0.0,0.0,0.25,0.25,0.25,0.25,0.5,0.25,0.75,0.5,0.5,0.25,0.75,0.75,0.75,0.25,0.25,0.5,0.75,0.25,0.5,0.25,0.25,0.5
1.0,0.0581395348837209,0.5,0.75,0.0,0.25,0.25,0.0,0.5,0.75,0.75,0.0,0.5,0.5,0.25,0.0,0.0,0.0,0.0,0.25,0.5,0.5,0.25,0.5,0.5,0.5
1.0,0.0581395348837209,0.5,0.75,0.25,0.5,0.5,0.75,0.5,0.25,0.0,0.25,1.0,0.75,0.5,0.0,0.25,0.25,0.5,0.25,0.0,0.25,0.5,1.0,0.5,0.5
1.0,0.0813953488372092,0.75,0.75,0.75,0.0,0.75,0.75,0.75,0.75,0.25,0.25,0.5,0.25,0.5,0.75,0.25,1.0,0.25,0.25,0.5,1.0,0.5,0.75,0.25,0.5
0.0,0.0581395348837209,0.5,0.25,0.25,0.5,0.5,0.0,1.0,0.75,0.25,0.0,0.5,0.25,0.5,0.0,0.25,0.25,0.5,0.75,0.5,0.5,0.75,0.25,0.25,0.5
0.0,0.0581395348837209,0.75,0.75,0.75,0.25,1.0,1.0,0.75,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.25,0.5,0.25,0.0,0.0,0.25,0.0,1.0,0.0,0.5
0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.5,0.75,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.75,0.0,0.0,1.0
1.0,0.0581395348837209,0.25,0.5,0.0,0.0,0.5,0.75,0.75,0.75,0.5,0.75,0.0,0.25,0.5,0.25,0.5,0.75,0.5,0.25,0.5,0.25,0.5,0.5,0.25,0.5
1.0,0.0581395348837209,1.0,0.75,0.5,0.0,0.5,0.0,0.0,0.0,0.25,0.5,0.5,0.25,0.5,0.25,0.5,0.5,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1.0,0.0697674418604651,0.75,0.5,0.5,0.0,0.5,0.75,0.75,0.75,0.25,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.25,0.25,0.5,0.5
0.0,0.0581395348837209,1.0,0.75,0.5,0.75,0.5,0.0,0.25,0.0,0.75,0.25,0.75,0.5,0.0,0.25,0.5,0.0,0.75,0.0,0.0,0.0,0.0,0.5,0.5,0.5
0.0,0.255813953488372,0.5,0.25,0.0,0.0,0.5,1.0,0.75,1.0,1.0,0.5,0.75,0.75,0.75,0.75,0.25,0.25,0.25,0.25,0.5,0.75,0.5,0.5,0.5,0.5
0.0,0.0581395348837209,0.5,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.25,0.75,0.0,0.0,1.0,1.0,0.25,0.75,0.5,0.25,0.5,1.0,0.0,0.5
0.0,0.0581395348837209,0.75,0.75,0.25,0.25,0.0,0.5,0.25,0.25,0.5,0.5,0.75,0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.5,0.5
1.0,0.0697674418604651,1.0,0.75,0.25,0.0,0.25,0.5,0.25,0.5,0.75,0.75,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.5,0.0,0.5
1.0,0.0581395348837209,0.75,0.5,0.5,1.0,0.25,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.5,0.5,0.75,0.5
1.0,0.0581395348837209,0.5,0.75,0.25,0.0,0.0,0.5,0.25,0.75,0.25,0.5,1.0,0.25,0.0,1.0,0.75,0.25,0.0,0.0,1.0,0.5,0.0,0.5,0.5,0.5
1.0,0.0581395348837209,0.75,0.75,0.5,0.75,0.25,0.25,0.25,0.5,0.75,1.0,1.0,1.0,0.75,1.0,0.75,0.5,0.0,0.25,0.5,1.0,0.25,0.25,0.5,0.5
1.0,0.0697674418604651,0.0,0.0,0.25,0.5,0.75,0.5,0.25,0.5,0.75,1.0,0.0,0.0,0.5,0.25,0.25,0.0,0.25,0.5,0.5,0.5,0.75,0.5,0.0,0.5
0.0,0.0930232558139534,1.0,0.25,0.25,0.25,0.5,0.25,0.5,0.5,0.75,1.0,0.5,0.25,0.5,0.0,0.25,0.0,1.0,1.0,1.0,0.75,1.0,1.0,0.25,0.5
0.0,0.0581395348837209,0.75,0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.25,0.25,0.75,0.75,0.25,0.5,0.75,0.5,0.75,0.25,0.25,0.5,0.75,0.25,0.5
0.0,0.0581395348837209,0.75,1.0,0.75,0.25,1.0,0.5,0.25,0.5,0.25,0.25,0.25,0.0,0.5,0.0,0.25,0.5,0.25,0.25,0.25,0.25,0.0,0.5,0.25,0.5
0.0,0.0581395348837209,0.5,0.25,0.25,0.25,0.5,0.75,0.25,0.75,0.25,0.25,0.25,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5
0.0,0.0465116279069767,0.75,0.25,1.0,0.5,0.5,0.0,0.25,0.5,0.25,0.25,0.25,0.25,0.0,0.75,0.5,0.5,0.0,0.5,0.5,0.0,0.5,1.0,0.5,0.5
0.0,0.1627906976744186,0.25,0.25,0.0,0.25,0.25,0.0,0.25,0.0,0.25,0.25,0.5,0.5,0.0,0.75,0.75,0.25,0.75,0.5,0.25,0.5,0.75,1.0,0.5,0.5
1.0,0.0581395348837209,0.5,0.75,0.25,0.5,0.25,0.25,0.5,0.75,0.5,0.75,0.75,0.0,0.25,0.25,0.5,0.75,0.0,0.0,0.5,0.25,0.25,1.0,1.0,0.5
0.0,0.0697674418604651,0.75,0.5,0.25,0.75,0.75,0.75,0.25,0.0,0.25,0.0,0.0,0.75,0.0,0.0,0.0,0.25,0.5,0.25,0.75,0.0,1.0,0.0,1.0,0.5
0.0,0.0697674418604651,0.75,0.75,0.75,0.25,0.25,0.0,0.0,0.5,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.0,0.0,0.5,0.75,0.5
0.0,0.0581395348837209,1.0,1.0,0.25,0.25,0.5,0.0,0.0,0.0,0.0,1.0,0.75,0.75,0.75,0.25,0.25,0.5,0.75,0.25,0.5,0.25,1.0,1.0,0.25,0.5
0.0,0.0581395348837209,0.75,0.5,0.25,1.0,0.75,0.5,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.5,0.5,0.25,0.5,0.75,0.75,0.25,0.5
0.0,0.0813953488372092,0.75,0.25,0.5,0.5,0.5,0.75,0.75,0.5,0.5,0.25,0.5,0.0,0.25,0.25,0.5,0.25,0.0,0.25,0.5,1.0,1.0,0.75,0.5,0.5
0.0,0.313953488372093,0.25,0.0,0.75,0.75,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.75,0.25,1.0,0.25,0.25,0.5,1.0,0.5,0.75,0.25,0.75,0.25,0.5
0.0,0.0465116279069767,0.5,0.5,0.5,0.75,0.75,0.25,0.75,0.5,0.25,0.5,0.0,0.0,0.25,0.25,0.5,0.75,0.5,0.5,0.75,0.25,1.0,1.0,0.25,0.5
0.0,0.0813953488372092,0.25,0.25,1.0,1.0,0.75,0.5,0.75,0.5,0.25,0.25,0.75,0.0,0.25,0.5,0.25,0.0,0.0,0.25,0.0,1.0,0.0,0.75,0.0,0.5
0.0,0.2093023255813953,0.75,0.5,0.0,0.5,0.25,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.75,0.0,0.5,0.25,0.75,0.5
0.0,0.0697674418604651,0.5,0.25,0.5,0.5,0.25,0.75,0.5,0.5,0.25,0.75,0.75,0.25,0.5,0.75,0.5,0.25,0.5,0.25,0.5,0.5,0.75,0.5,0.25,0.5
0.0,0.0813953488372092,0.75,0.25,0.5,0.5,0.75,0.75,0.0,0.5,0.5,0.25,0.0,0.25,0.5,0.5,0.25,0.5,0.5,0.5,0.5,0.5,0.75,0.75,0.25,0.5
1.0,0.0581395348837209,0.25,0.25,0.5,0.5,0.25,0.0,0.25,1.0,0.75,0.5,0.0,0.5,0.25,0.25,0.5,0.25,0.25,0.5,0.75,0.5,0.25,0.25,0.0,0.5
1.0,0.0581395348837209,0.25,0.25,0.5,0.75,0.75,0.25,0.25,0.5,0.25,0.5,0.75,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.25,0.25,0.25,1.0,1.0,0.5
0.0,0.0581395348837209,1.0,1.0,1.0,1.0,0.75,0.25,0.0,0.5,0.25,0.5,0.0,0.5,0.75,0.5,0.75,0.75,0.5,0.5,0.25,1.0,1.0,0.5,0.0,0.5
0.0,0.0697674418604651,0.5,0.25,0.5,0.75,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.25,0.5,0.0,0.75,0.0,0.0,0.0,0.0,0.5,0.25,1.0,0.5,0.5
0.0,0.0581395348837209,0.75,0.5,0.5,0.5,0.75,0.25,0.0,0.25,0.0,0.25,0.0,0.75,0.25,0.25,0.25,0.25,0.5,0.75,0.5,0.5,1.0,0.5,0.25,0.5
1.0,0.0465116279069767,0.5,0.25,0.5,0.75,0.75,0.5,0.75,0.0,0.25,0.5,0.25,0.25,0.25,0.25,0.0,0.75,0.5,0.0,0.0,0.5,0.75,1.0,0.25,0.5
0.0,0.0465116279069767,0.5,0.75,0.25,0.0,0.0,0.25,0.5,0.5,0.25,0.5,0.25,1.0,0.0,0.0,0.5,0.0,0.0,0.25,0.5,0.75,0.5,0.5,0.25,0.5
0.0,0.2674418604651162,0.5,0.25,0.25,1.0,0.25,0.0,0.75,0.75,0.75,0.5,0.5,0.0,1.0,1.0,0.25,0.75,0.5,0.25,0.5,1.0,0.75,0.5,1.0,0.5
1.0,0.0116279069767441,0.25,0.0,0.0,0.75,0.75,0.25,0.0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.0,0.5,0.0,1.0
0.0,0.0581395348837209,0.75,1.0,0.25,0.75,1.0,0.75,0.75,0.75,0.75,0.75,0.5,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.5,0.75,1.0,0.25,0.5
0.0,0.0813953488372092,1.0,0.75,0.25,0.25,0.0,0.75,0.25,0.75,0.5,0.0,0.25,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.5,0.5,0.75,0.75,0.75,0.5
1.0,0.0813953488372092,0.5,0.25,0.0,0.75,1.0,1.0,0.5,0.75,0.75,0.75,0.75,1.0,0.75,0.25,0.0,0.0,1.0,0.5,0.0,0.5,0.25,0.0,0.25,0.5
1.0,0.0813953488372092,0.25,0.0,0.25,0.0,1.0,0.25,0.5,0.25,0.0,0.25,0.25,1.0,0.75,0.5,0.0,0.25,0.5,1.0,0.25,0.25,0.25,0.5,0.5,0.5
0.0,0.0813953488372092,0.25,0.5,0.75,0.75,0.75,0.75,0.75,1.0,0.75,1.0,1.0,0.25,0.25,0.0,0.25,0.5,0.5,0.5,0.75,0.5,0.5,0.5,0.25,0.5
0.0,0.0581395348837209,0.75,0.75,0.5,0.0,0.0,0.25,0.0,0.25,0.75,0.0,0.0,0.0,0.25,0.0,1.0,1.0,1.0,0.75,1.0,1.0,0.75,0.5,0.5,0.5
1.0,0.0813953488372092,0.75,0.5,0.75,0.25,0.25,0.5,0.5,0.75,0.5,0.25,0.25,0.25,0.5,0.75,0.5,0.75,0.25,0.25,0.5,0.75,0.25,0.5,0.0,0.5
0.0,0.0813953488372092,0.25,0.0,0.25,0.25,0.5,0.75,0.75,0.0,0.75,0.75,0.0,0.0,0.25,0.5,0.25,0.25,0.25,0.25,0.0,0.5,0.5,0.5,0.25,0.5
0.0,0.0930232558139534,0.75,0.75,0.25,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.75,0.25,0.5
0.0,0.0697674418604651,0.25,0.0,0.25,0.25,0.75,0.25,0.5,1.0,0.25,0.0,1.0,0.75,0.5,0.5,0.0,0.5,0.5,0.0,0.5,1.0,0.75,0.75,0.25,0.5
1.0,0.0697674418604651,0.25,0.25,0.25,0.25,0.5,0.75,1.0,1.0,1.0,0.75,1.0,0.75,0.75,0.25,0.75,0.5,0.25,0.5,0.75,1.0,0.25,0.75,0.0,0.5
0.0,0.0813953488372092,0.25,0.5,0.25,0.25,0.5,0.75,1.0,0.0,0.0,0.5,0.25,0.0,0.25,0.0,0.25,0.25,0.5,0.25,0.5,0.25,0.5,0.75,0.25,0.5
1.0,0.0581395348837209,0.75,0.5,0.5,0.5,0.5,0.75,1.0,0.5,0.25,0.5,0.0,0.0,0.5,0.25,0.25,0.25,0.0,0.0,0.5,0.75,0.5,0.75,0.25,0.5
1.0,0.0697674418604651,0.75,0.5,0.75,0.25,0.75,0.75,0.25,0.75,0.75,0.75,0.25,0.5,0.25,0.75,0.25,0.0,0.0,0.5,0.0,0.25,0.0,0.5,0.25,0.5
